"","DemixT"
"GSM3934487",0.208901174754281
"GSM3934488",0.669050747957914
"GSM3934489",0.489794903107952
"GSM3934490",0.469720352405064
"GSM3934491",0.810839761328874
"GSM3934492",0.850131820491241
"GSM3934493",0.828798944968162
"GSM3934495",0.649294238674075
"GSM3934496",0.589781854573201
"GSM3934497",0.610579045168823
"GSM3934498",0.329842135244762
"GSM3934499",0.70940656482814
"GSM3934500",0.630163015793285
"GSM3934501",0.629782508215306
"GSM3934502",0.130355276240569
"GSM3934503",0.649739083269129
"GSM3934504",0.609847866993633
"GSM3934505",0.549956459603513
"GSM3934506",0.349744127252903
"GSM3934507",0.610170665743434
"GSM3934508",0.35048264277017
"GSM3934509",0.470740117844621
"GSM3934510",0.650133463328086
"GSM3934511",0.610565134591534
"GSM3934512",0.66931167315512
"GSM3934513",0.649860315243843
"GSM3934514",0.490127285686013
"GSM3934516",0.610959894105431
"GSM3934517",0.669828507418482
"GSM3934518",0.509875236604743
"GSM3934519",0.589632071336299
"GSM3934520",0.66950236206762
"GSM3934522",0.650408245818852
"GSM3934526",0.630215428605791
"GSM3934527",0.610873313472216
"GSM3934528",0.650119441444013
"GSM3934530",0.650110522458358
"GSM3934531",0.649636081765036
"GSM3934532",0.630042274572752
"GSM3934533",0.630633253923919
"GSM3934534",0.649896724170652
"GSM3934536",0.389318563233961
"GSM3934537",0.569955202981906
"GSM3934538",0.389880416359846
"GSM3934539",0.469552291859085
"GSM3934540",0.650035381622515
"GSM3934542",0.848576905131268
"GSM3934544",0.489553172278358
"GSM3934545",0.58916797292435
"GSM3934546",0.64989425960471
"GSM3934548",0.490055525611976
"GSM3934550",0.648993629600613
"GSM3934551",0.349879323631617
"GSM3934553",0.849808864694477
"GSM3934554",0.931015732379592
"GSM3934555",0.870458705204723
"GSM3934557",0.509336929812306
"GSM3934558",0.568995533894045
"GSM3934559",0.68877221585983
"GSM3934560",0.689755940284025
"GSM3934561",0.549835165401399
"GSM3934562",0.589863255970448
"GSM3934563",0.28927696703817
"GSM3934564",0.610233230801621
"GSM3934566",0.549420751707482
"GSM3934567",0.710525884831602
"GSM3934568",0.569798347599152
"GSM3934569",0.369908873232999
"GSM3934570",0.529974794611718
"GSM3934571",0.549563495478477
"GSM3934572",0.530496964665789
"GSM3934573",0.510180472334061
"GSM3934574",0.389525397819371
"GSM3934575",0.510354681257325
"GSM3934577",0.709152751516101
"GSM3934578",0.549467611182257
"GSM3934579",0.669216462604846
